line	Chrs	start	end	TEcoverage	type	genome
1291	Chr10	63550000	63650000	0.6359800	conserved	A
1292	Chr10	64050000	64150000	0.6730100	specific	A
1293	Chr10	64700000	64800000	0.6156000	conserved	A
1294	Chr10	68600000	68700000	0.7095600	conserved	A
1295	Chr10	72650000	72750000	0.6722500	specific	A
1296	Chr10	74650000	74750000	0.6541300	specific	A
1297	Chr10	78850000	78950000	0.7958100	specific	A
1298	Chr10	79750000	79850000	0.8266400	specific	A
1299	Chr10	84350000	84450000	0.7134600	conserved	A
1300	Chr10	84650000	84750000	0.6589900	conserved	A
1301	Chr10	85050000	85150000	0.6261200	conserved	A
1302	Chr10	85550000	85650000	0.6248600	conserved	A
1303	Chr10	86150000	86250000	0.7343300	conserved	A
1304	Chr10	87500000	87600000	0.7173400	specific	A
1305	Chr10	91950000	92050000	0.6644400	specific	A
1306	Chr10	92400000	92500000	0.8111900	conserved	A
1307	Chr10	95800000	95900000	0.7138800	specific	A
1308	Chr10	96150000	96250000	0.8034900	conserved	A
1309	Chr10	96550000	96650000	0.6228800	conserved	A
1310	Chr10	98250000	98350000	0.5339200	conserved	A
1311	Chr10	99950000	100050000	0.6530600	conserved	A
1312	Chr10	100200000	100300000	0.6524400	specific	A
1313	Chr10	100500000	100600000	0.4896300	specific	A
1314	Chr10	100750000	100850000	0.7169200	conserved	A
1315	Chr10	102850000	102950000	0.6261300	conserved	A
1316	Chr10	103900000	104000000	0.4804400	conserved	A
1317	Chr10	104700000	104800000	0.8002000	specific	A
1318	Chr10	105100000	105200000	0.5898800	conserved	A
1319	Chr10	106550000	106650000	0.7265400	conserved	A
1320	Chr10	107650000	107750000	0.4887400	conserved	A
1321	Chr10	108650000	108750000	0.7193500	conserved	A
1322	Chr10	109650000	109750000	0.8084700	specific	A
1323	Chr10	110450000	110550000	0.6624100	conserved	A
1324	Chr10	112800000	112900000	0.5635800	conserved	A
1325	Chr10	113350000	113450000	0.7140600	conserved	A
1326	Chr10	113950000	114050000	0.4757500	conserved	A
1327	Chr10	114550000	114650000	0.5917600	conserved	A
1328	Chr10	115000000	115100000	0.3670100	conserved	A
1329	Chr10	115650000	115750000	0.6351100	conserved	A
1330	Chr10	116950000	117050000	0.6922200	specific	A
1331	Chr10	117800000	117900000	0.4123000	conserved	A
1332	Chr10	118700000	118800000	0.3755400	conserved	A
1333	Chr10	119000000	119100000	0.5557900	specific	A
1334	Chr10	119600000	119700000	0.5394600	conserved	A
1335	Chr10	120800000	120900000	0.5560100	conserved	A
1336	Chr10	123000000	123100000	0.4055200	conserved	A
1337	Chr10	123300000	123400000	0.3500500	conserved	A
1338	Chr10	124200000	124300000	0.8127400	specific	A
1339	Chr10	125100000	125200000	0.6864800	specific	A
1340	Chr10	126450000	126550000	0.3346700	specific	A
1341	Chr10	127450000	127550000	0.6206700	conserved	A
1342	Chr10	127750000	127850000	0.3281400	conserved	A
1343	Chr10	128500000	128600000	0.4939500	conserved	A
1344	Chr10	129300000	129400000	0.5279900	conserved	A
1345	Chr10	130650000	130750000	0.4354000	conserved	A
1346	Chr10	131650000	131750000	0.5944300	conserved	A
1347	Chr10	0	50000	0.6331800	specific	A
1348	Chr10	4200000	4300000	0.3222800	specific	A
1349	Chr10	5000000	5100000	0.4268100	conserved	A
1350	Chr10	8550000	8650000	0.3791900	specific	A
1351	Chr10	16150000	16250000	0.6524800	conserved	A
1352	Chr10	20850000	20950000	0.6154200	conserved	A
1353	Chr10	22950000	23050000	0.5228300	conserved	A
1354	Chr10	24000000	24100000	0.6373100	conserved	A
1355	Chr10	26100000	26200000	0.7341400	specific	A
1356	Chr10	32250000	32350000	0.7640600	conserved	A
1357	Chr10	34500000	34600000	0.7302300	specific	A
1358	Chr10	44050000	44150000	0.7023700	conserved	A
1359	Chr10	46400000	46500000	0.6197700	conserved	A
1360	Chr10	51250000	51350000	0.7215500	specific	A
1361	Chr10	52850000	52950000	0.7197000	specific	A
1362	Chr10	60950000	61050000	0.8214900	conserved	A
1363	Chr10	61350000	61450000	0.7536600	specific	A
1364	Chr10	62000000	62100000	0.7116700	specific	A
1365	Chr10	70650000	70750000	0.7060400	specific	A
1366	Chr10	71200000	71300000	0.8947900	specific	A
1367	Chr10	81400000	81500000	0.5249000	specific	A
1368	Chr10	83100000	83200000	0.7908900	conserved	A
1369	Chr10	83500000	83600000	0.8212700	specific	A
1370	Chr10	87950000	88050000	0.7637900	conserved	A
1371	Chr10	88350000	88450000	0.7922300	specific	A
1372	Chr10	88750000	88850000	0.8022300	conserved	A
1373	Chr10	90850000	90950000	0.8594500	conserved	A
1374	Chr10	95050000	95150000	0.8479300	specific	A
1375	Chr10	98850000	98950000	0.7659100	specific	A
1376	Chr10	101450000	101550000	0.4710200	conserved	A
1377	Chr10	110000000	110100000	0.6707100	conserved	A
1378	Chr10	111700000	111800000	0.5311600	conserved	A
1379	Chr10	121650000	121750000	0.6458000	conserved	A
1380	Chr10	122450000	122550000	0.4789100	conserved	A
1381	Chr10	123750000	123850000	0.5069500	conserved	A
1382	Chr11	134150000	134250000	0.4290300	conserved	A
1383	Chr11	58700000	58800000	0.6268900	conserved	A
1384	Chr11	75400000	75500000	0.7146900	conserved	A
1385	Chr11	83800000	83900000	0.6626300	conserved	A
1386	Chr11	109050000	109150000	0.6153500	conserved	A
1387	Chr11	27250000	27350000	0.5701100	conserved	A
1388	Chr11	38750000	38850000	0.5725100	conserved	A
1389	Chr11	40850000	40950000	0.5819800	conserved	A
1390	Chr11	90150000	90250000	0.6722000	conserved	A
1391	Chr11	102750000	102850000	0.7021600	conserved	A
1392	Chr11	123650000	123750000	0.7460300	conserved	A
1393	Chr11	126850000	126950000	0.4805500	conserved	A
1394	Chr11	136300000	136400000	0.6987300	conserved	A
1395	Chr11	500000	600000	0.2176200	conserved	A
1396	Chr11	1150000	1250000	0.2452100	specific	A
1397	Chr11	2300000	2400000	0.1559800	specific	A
1398	Chr11	7950000	8050000	0.2202300	conserved	A
1399	Chr11	8650000	8750000	0.2433200	conserved	A
1400	Chr11	9100000	9200000	0.2698800	conserved	A
1401	Chr11	9800000	9900000	0.5050700	specific	A
1402	Chr11	10550000	10650000	0.4701000	conserved	A
1403	Chr11	10850000	10950000	0.3595600	conserved	A
1404	Chr11	11600000	11700000	0.6791000	specific	A
1405	Chr11	12750000	12850000	0.5035100	conserved	A
1406	Chr11	13200000	13300000	0.2728600	conserved	A
1407	Chr11	13500000	13600000	0.4644400	conserved	A
1408	Chr11	14100000	14200000	0.7227500	conserved	A
1409	Chr11	14850000	14950000	0.3855300	conserved	A
1410	Chr11	16300000	16400000	0.2240900	conserved	A
1411	Chr11	17400000	17500000	0.4417200	conserved	A
1412	Chr11	18950000	19050000	0.4972600	conserved	A
1413	Chr11	19650000	19750000	0.4946300	conserved	A
1414	Chr11	20000000	20100000	0.4157300	conserved	A
1415	Chr11	21400000	21500000	0.4210400	specific	A
1416	Chr11	23250000	23350000	0.4929100	conserved	A
1417	Chr11	24500000	24600000	0.4832000	specific	A
1418	Chr11	25350000	25450000	0.4819300	conserved	A
1419	Chr11	28150000	28250000	0.4960400	conserved	A
1420	Chr11	32600000	32700000	0.6052700	specific	A
1421	Chr11	32950000	33050000	0.4545100	conserved	A
1422	Chr11	34700000	34800000	0.6348400	specific	A
1423	Chr11	37300000	37400000	0.6211400	conserved	A
1424	Chr11	39700000	39800000	0.7465300	conserved	A
1425	Chr11	40300000	40400000	0.6369000	specific	A
1426	Chr11	41250000	41350000	0.6910100	conserved	A
1427	Chr11	42200000	42300000	0.5755100	conserved	A
1428	Chr11	43550000	43650000	0.7116500	specific	A
1429	Chr11	44600000	44700000	0.5801700	conserved	A
1430	Chr11	46300000	46400000	0.5244600	conserved	A
1431	Chr11	46750000	46850000	0.6682700	conserved	A
1432	Chr11	47400000	47500000	0.6595600	specific	A
1433	Chr11	47700000	47800000	0.5000600	conserved	A
1434	Chr11	48350000	48450000	0.7698400	conserved	A
1435	Chr11	49350000	49450000	0.7212800	specific	A
1436	Chr11	51550000	51650000	0.7364300	specific	A
1437	Chr11	54700000	54800000	0.6189300	specific	A
1438	Chr11	55350000	55450000	0.6469300	specific	A
1439	Chr11	56750000	56850000	0.6219400	conserved	A
1440	Chr11	57800000	57900000	0.6484100	conserved	A
1441	Chr11	59100000	59200000	0.5121300	conserved	A
1442	Chr11	62200000	62300000	0.8260700	conserved	A
1443	Chr11	62700000	62800000	0.5115400	specific	A
1444	Chr11	63700000	63800000	0.7161800	specific	A
1445	Chr11	65400000	65500000	0.7034400	conserved	A
1446	Chr11	67150000	67250000	0.5862300	conserved	A
1447	Chr11	67800000	67900000	0.5917400	conserved	A
1448	Chr11	69000000	69100000	0.6095500	specific	A
1449	Chr11	69400000	69500000	0.6635100	specific	A
1450	Chr11	71550000	71650000	0.6872700	specific	A
1451	Chr11	77850000	77950000	0.7603300	specific	A
1452	Chr11	78500000	78600000	0.6519400	conserved	A
1453	Chr11	79400000	79500000	0.6537300	specific	A
1454	Chr11	79950000	80050000	0.7756800	conserved	A
1455	Chr11	80800000	80900000	0.6234600	conserved	A
1456	Chr11	81100000	81200000	0.7294400	specific	A
1457	Chr11	81600000	81700000	0.7442300	specific	A
1458	Chr11	82650000	82750000	0.8532600	specific	A
1459	Chr11	84100000	84200000	0.6540000	conserved	A
1460	Chr11	85000000	85100000	0.8426300	specific	A
1461	Chr11	85650000	85750000	0.7247500	specific	A
1462	Chr11	89200000	89300000	0.7586600	conserved	A
1463	Chr11	91450000	91550000	0.5860700	conserved	A
1464	Chr11	92000000	92100000	0.6961300	conserved	A
1465	Chr11	92600000	92700000	0.7753600	conserved	A
1466	Chr11	95000000	95100000	0.5936800	conserved	A
1467	Chr11	95900000	96000000	0.6200000	specific	A
1468	Chr11	96200000	96300000	0.6917800	conserved	A
1469	Chr11	97850000	97950000	0.6292900	conserved	A
1470	Chr11	99150000	99250000	0.6019500	conserved	A
1471	Chr11	99400000	99500000	0.5792200	conserved	A
1472	Chr11	101500000	101600000	0.7389200	specific	A
1473	Chr11	103100000	103200000	0.6699000	conserved	A
1474	Chr11	104050000	104150000	0.4579000	specific	A
1475	Chr11	104700000	104800000	0.7591600	conserved	A
1476	Chr11	106250000	106350000	0.5021300	specific	A
1477	Chr11	106800000	106900000	0.7351200	conserved	A
1478	Chr11	109350000	109450000	0.4806400	conserved	A
1479	Chr11	109550000	109650000	0.5472700	conserved	A
1480	Chr11	111850000	111950000	0.7001200	conserved	A
1481	Chr11	114900000	115000000	0.4896200	conserved	A
1482	Chr11	115800000	115900000	0.5455600	conserved	A
1483	Chr11	116650000	116750000	0.4545900	conserved	A
1484	Chr11	117650000	117750000	0.6972900	conserved	A
1485	Chr11	118200000	118300000	0.5509300	specific	A
1486	Chr11	119100000	119200000	0.2170900	conserved	A
1487	Chr11	119700000	119800000	0.5920700	conserved	A
1488	Chr11	120100000	120200000	0.5351900	conserved	A
1489	Chr11	120750000	120850000	0.3829200	conserved	A
1490	Chr11	121050000	121150000	0.5108900	specific	A
1491	Chr11	121800000	121900000	0.5149100	conserved	A
1492	Chr11	122100000	122200000	0.4680700	conserved	A
1493	Chr11	126000000	126100000	0.5330800	conserved	A
1494	Chr11	126350000	126450000	0.5804000	specific	A
1495	Chr11	128400000	128500000	0.6386600	conserved	A
1496	Chr11	128650000	128750000	0.5343200	specific	A
1497	Chr11	130200000	130300000	0.8192000	specific	A
1498	Chr11	130900000	131000000	0.7569900	specific	A
1499	Chr11	132250000	132350000	0.5685500	conserved	A
1500	Chr11	134550000	134650000	0.3191200	conserved	A
1501	Chr11	135450000	135550000	0.5598500	conserved	A
1502	Chr11	136700000	136800000	0.7073400	conserved	A
1503	Chr11	137750000	137850000	0.4079000	conserved	A
1504	Chr11	0	50000	0.3851000	conserved	A
1505	Chr11	5000000	5100000	0.1568700	conserved	A
1506	Chr11	7500000	7600000	0.2799300	conserved	A
1507	Chr11	9450000	9550000	0.3197200	conserved	A
1508	Chr11	10250000	10350000	0.3801700	specific	A
1509	Chr11	11150000	11250000	0.3615200	conserved	A
1510	Chr11	11950000	12050000	0.4374400	conserved	A
1511	Chr11	12350000	12450000	0.3223600	conserved	A
1512	Chr11	15600000	15700000	0.3395400	conserved	A
1513	Chr11	17050000	17150000	0.4243800	conserved	A
1514	Chr11	17850000	17950000	0.3186200	specific	A
1515	Chr11	18500000	18600000	0.3633700	conserved	A
1516	Chr11	20600000	20700000	0.3802200	conserved	A
1517	Chr11	22550000	22650000	0.4589700	conserved	A
1518	Chr11	23600000	23700000	0.4088800	conserved	A
1519	Chr11	26900000	27000000	0.4975200	conserved	A
1520	Chr11	29500000	29600000	0.4662100	conserved	A
1521	Chr11	36450000	36550000	0.5723700	conserved	A
1522	Chr11	38150000	38250000	0.4105800	conserved	A
1523	Chr11	42600000	42700000	0.5633900	conserved	A
1524	Chr11	44050000	44150000	0.5682400	conserved	A
1525	Chr11	48000000	48100000	0.5286200	conserved	A
1526	Chr11	50750000	50850000	0.8367800	conserved	A
1527	Chr11	52850000	52950000	0.5542800	conserved	A
1528	Chr11	59650000	59750000	0.6888700	conserved	A
1529	Chr11	65950000	66050000	0.5844100	conserved	A
1530	Chr11	67400000	67500000	0.6102700	conserved	A
1531	Chr11	72500000	72600000	0.7167000	conserved	A
1532	Chr11	74600000	74700000	0.9238600	specific	A
1533	Chr11	76550000	76650000	0.7664400	conserved	A
1534	Chr11	84700000	84800000	0.6371800	specific	A
1535	Chr11	87450000	87550000	0.7127400	specific	A
1536	Chr11	91650000	91750000	0.5387300	conserved	A
1537	Chr11	93200000	93300000	0.7492400	specific	A
1538	Chr11	94000000	94100000	0.5755500	conserved	A
1539	Chr11	96500000	96600000	0.6760900	conserved	A
1540	Chr11	99750000	99850000	0.7773500	conserved	A
1541	Chr11	101200000	101300000	0.8234700	conserved	A
1542	Chr11	110250000	110350000	0.7973700	conserved	A
1543	Chr11	111150000	111250000	0.6798500	conserved	A
1544	Chr11	116150000	116250000	0.4673800	conserved	A
1545	Chr11	121400000	121500000	0.6196200	specific	A
1546	Chr11	123350000	123450000	0.3697900	conserved	A
1547	Chr11	133050000	133150000	0.4503200	specific	A
1548	Chr11	133450000	133550000	0.7136600	conserved	A
1549	Chr11	135950000	136050000	0.4826000	conserved	A
1550	Chr11	137000000	137100000	0.7139500	specific	A
1551	Chr12	83800000	83900000	0.7960400	specific	A
1552	Chr12	3100000	3200000	0.4296800	conserved	A
1553	Chr12	6200000	6300000	0.4159600	conserved	A
1554	Chr12	49200000	49300000	0.6873900	conserved	A
1555	Chr12	68150000	68250000	0.6875600	specific	A
1556	Chr12	112150000	112250000	0.2688700	conserved	A
1557	Chr12	750000	850000	0.3057900	specific	A
1558	Chr12	1500000	1600000	0.1955200	specific	A
1559	Chr12	5350000	5450000	0.5756600	conserved	A
1560	Chr12	6600000	6700000	0.6532300	conserved	A
1561	Chr12	7700000	7800000	0.6086800	conserved	A
1562	Chr12	8250000	8350000	0.3313900	specific	A
1563	Chr12	8700000	8800000	0.5573800	specific	A
1564	Chr12	10200000	10300000	0.4922800	conserved	A
1565	Chr12	11200000	11300000	0.4888700	conserved	A
1566	Chr12	12400000	12500000	0.6442000	specific	A
1567	Chr12	13750000	13850000	0.4658300	conserved	A
1568	Chr12	14100000	14200000	0.5985000	conserved	A
1569	Chr12	14800000	14900000	0.5261200	conserved	A
1570	Chr12	15400000	15500000	0.6221600	conserved	A
1571	Chr12	17600000	17700000	0.7127700	conserved	A
1572	Chr12	19000000	19100000	0.6280500	specific	A
1573	Chr12	19450000	19550000	0.7273300	conserved	A
1574	Chr12	21400000	21500000	0.6221000	conserved	A
1575	Chr12	21800000	21900000	0.7450600	conserved	A
1576	Chr12	22200000	22300000	0.7528600	conserved	A
1577	Chr12	23100000	23200000	0.7564200	conserved	A
1578	Chr12	23850000	23950000	0.6333700	specific	A
1579	Chr12	24700000	24800000	0.4335400	conserved	A
1580	Chr12	27650000	27750000	0.7877900	conserved	A
1581	Chr12	28100000	28200000	0.5055200	specific	A
1582	Chr12	29700000	29800000	0.7560100	specific	A
1583	Chr12	30100000	30200000	0.7689900	conserved	A
1584	Chr12	32200000	32300000	0.7435800	conserved	A
1585	Chr12	34000000	34100000	0.5549000	conserved	A
1586	Chr12	35200000	35300000	0.6404000	specific	A
1587	Chr12	36150000	36250000	0.7968900	specific	A
1588	Chr12	36750000	36850000	0.6380200	specific	A
1589	Chr12	37450000	37550000	0.6930300	specific	A
1590	Chr12	38050000	38150000	0.6857900	conserved	A
1591	Chr12	40200000	40300000	0.7565300	conserved	A
1592	Chr12	40750000	40850000	0.6742900	conserved	A
1593	Chr12	42500000	42600000	0.6260100	conserved	A
1594	Chr12	43050000	43150000	0.7652300	conserved	A
1595	Chr12	45600000	45700000	0.6570400	conserved	A
1596	Chr12	46250000	46350000	0.7271900	conserved	A
1597	Chr12	46700000	46800000	0.7006100	conserved	A
1598	Chr12	47350000	47450000	0.8463800	conserved	A
1599	Chr12	48350000	48450000	0.7628100	specific	A
1600	Chr12	49600000	49700000	0.7585500	conserved	A
1601	Chr12	51050000	51150000	0.6728200	conserved	A
1602	Chr12	51850000	51950000	0.7290100	conserved	A
1603	Chr12	53050000	53150000	0.6667600	conserved	A
1604	Chr12	55300000	55400000	0.7210400	conserved	A
1605	Chr12	56050000	56150000	0.7624300	specific	A
1606	Chr12	57900000	58000000	0.7580700	specific	A
1607	Chr12	59950000	60050000	0.6227000	specific	A
1608	Chr12	60600000	60700000	0.6473900	specific	A
1609	Chr12	60900000	61000000	0.8265100	specific	A
1610	Chr12	62050000	62150000	0.8146700	specific	A
1611	Chr12	64700000	64800000	0.8213600	specific	A
1612	Chr12	66300000	66400000	0.8268600	conserved	A
1613	Chr12	71400000	71500000	0.8644200	conserved	A
1614	Chr12	72550000	72650000	0.6935900	specific	A
1615	Chr12	73100000	73200000	0.8549900	specific	A
1616	Chr12	74250000	74350000	0.7317100	conserved	A
1617	Chr12	74700000	74800000	0.7756500	specific	A
1618	Chr12	75300000	75400000	0.5924900	conserved	A
1619	Chr12	77000000	77100000	0.6895800	conserved	A
1620	Chr12	78300000	78400000	0.8096900	conserved	A
1621	Chr12	80250000	80350000	0.8135900	specific	A
1622	Chr12	81000000	81100000	0.7913500	conserved	A
1623	Chr12	81500000	81600000	0.7925600	specific	A
1624	Chr12	81900000	82000000	0.7837400	specific	A
1625	Chr12	86600000	86700000	0.6023300	specific	A
1626	Chr12	86900000	87000000	0.5078800	specific	A
1627	Chr12	87250000	87350000	0.5764600	conserved	A
1628	Chr12	87900000	88000000	0.6088400	specific	A
1629	Chr12	88450000	88550000	0.5311700	conserved	A
1630	Chr12	89300000	89400000	0.5550900	conserved	A
1631	Chr12	89900000	90000000	0.6338400	conserved	A
1632	Chr12	92900000	93000000	0.4333600	conserved	A
1633	Chr12	93400000	93500000	0.5112300	conserved	A
1634	Chr12	95000000	95100000	0.4782600	conserved	A
1635	Chr12	95550000	95650000	0.4009000	conserved	A
1636	Chr12	96300000	96400000	0.3871200	conserved	A
1637	Chr12	97050000	97150000	0.6969100	conserved	A
1638	Chr12	97600000	97700000	0.3253300	specific	A
1639	Chr12	98400000	98500000	0.6022100	conserved	A
1640	Chr12	99400000	99500000	0.6696500	conserved	A
1641	Chr12	100450000	100550000	0.4649200	conserved	A
1642	Chr12	100700000	100800000	0.5790500	conserved	A
1643	Chr12	101250000	101350000	0.5391700	specific	A
1644	Chr12	102100000	102200000	0.5375500	specific	A
1645	Chr12	102550000	102650000	0.5383300	conserved	A
1646	Chr12	103200000	103300000	0.3305400	conserved	A
1647	Chr12	104250000	104350000	0.4248800	conserved	A
1648	Chr12	105250000	105350000	0.4962100	conserved	A
1649	Chr12	105600000	105700000	0.4792000	conserved	A
1650	Chr12	106400000	106500000	0.5692300	conserved	A
1651	Chr12	106600000	106700000	0.3582800	conserved	A
1652	Chr12	107150000	107250000	0.3756700	conserved	A
1653	Chr12	108350000	108450000	0.6343100	specific	A
1654	Chr12	108850000	108950000	0.2328100	conserved	A
1655	Chr12	109650000	109750000	0.4344900	conserved	A
1656	Chr12	110150000	110250000	0.3953800	conserved	A
1657	Chr12	110550000	110650000	0.4860700	specific	A
1658	Chr12	110950000	111050000	0.4428000	conserved	A
1659	Chr12	111400000	111500000	0.4725200	conserved	A
1660	Chr12	112800000	112900000	0.2447000	conserved	A
1661	Chr12	113300000	113400000	0.2068100	conserved	A
1662	Chr12	114350000	114450000	0.1842400	conserved	A
1663	Chr12	115000000	115100000	0.2458400	conserved	A
1664	Chr12	115650000	115750000	0.2059400	specific	A
1665	Chr12	116450000	116550000	0.1476600	conserved	A
1666	Chr12	117250000	117350000	0.2241600	conserved	A
1667	Chr12	117700000	117800000	0.3471000	conserved	A
1668	Chr12	118050000	118150000	0.2316500	conserved	A
1669	Chr12	119850000	119950000	0.2301200	conserved	A
1670	Chr12	0	50000	0.6932600	specific	A
1671	Chr12	1200000	1300000	0.4744200	specific	A
1672	Chr12	3700000	3800000	0.3915200	conserved	A
1673	Chr12	7350000	7450000	0.4170200	conserved	A
1674	Chr12	13000000	13100000	0.5672800	conserved	A
1675	Chr12	15750000	15850000	0.7128900	conserved	A
1676	Chr12	16150000	16250000	0.6745100	conserved	A
1677	Chr12	24250000	24350000	0.6929300	conserved	A
1678	Chr12	33300000	33400000	0.6234100	conserved	A
1679	Chr12	40000000	40100000	0.6596400	specific	A
1680	Chr12	41700000	41800000	0.7911600	conserved	A
1681	Chr12	45250000	45350000	0.5940700	specific	A
1682	Chr12	53900000	54000000	0.7802000	specific	A
1683	Chr12	54550000	54650000	0.7989700	specific	A
1684	Chr12	63600000	63700000	0.7687900	specific	A
1685	Chr12	67000000	67100000	0.7157000	specific	A
1686	Chr12	69600000	69700000	0.8037400	conserved	A
1687	Chr12	70650000	70750000	0.6431400	conserved	A
1688	Chr12	85600000	85700000	0.6679800	conserved	A
1689	Chr12	90450000	90550000	0.4025900	conserved	A
1690	Chr12	91500000	91600000	0.4528500	conserved	A
1691	Chr12	93850000	93950000	0.5660700	specific	A
1692	Chr12	99900000	100000000	0.4581700	conserved	A
1693	Chr12	103950000	104050000	0.5025300	conserved	A
1694	Chr12	113800000	113900000	0.3996200	conserved	A
1695	Chr13	6250000	6350000	0.5326400	specific	A
1696	Chr13	17750000	17850000	0.8535700	conserved	A
1697	Chr13	61850000	61950000	0.8196900	conserved	A
1698	Chr13	63900000	64000000	0.7692100	specific	A
1699	Chr13	73400000	73500000	0.8436000	specific	A
1700	Chr13	91200000	91300000	0.6307100	conserved	A
1701	Chr13	94350000	94450000	0.7242200	specific	A
1702	Chr13	103750000	103850000	0.5308500	specific	A
1703	Chr13	112100000	112200000	0.2972100	conserved	A
1704	Chr13	116300000	116400000	0.5570100	conserved	A
1705	Chr13	126850000	126950000	0.2304500	specific	A
1706	Chr13	1150000	1250000	0.2940900	specific	A
1707	Chr13	1500000	1600000	0.3216500	conserved	A
1708	Chr13	2600000	2700000	0.3028300	conserved	A
1709	Chr13	2850000	2950000	0.2556100	specific	A
1710	Chr13	3450000	3550000	0.4677100	conserved	A
1711	Chr13	4500000	4600000	0.6558300	conserved	A
1712	Chr13	5700000	5800000	0.5313900	conserved	A
1713	Chr13	6850000	6950000	0.5610100	conserved	A
1714	Chr13	7800000	7900000	0.3883000	conserved	A
1715	Chr13	8700000	8800000	0.2402600	conserved	A
1716	Chr13	9600000	9700000	0.6385900	specific	A
1717	Chr13	10550000	10650000	0.5981500	conserved	A
1718	Chr13	10950000	11050000	0.4582800	conserved	A
1719	Chr13	11700000	11800000	0.6616200	conserved	A
1720	Chr13	12400000	12500000	0.3820100	conserved	A
1721	Chr13	15250000	15350000	0.7006700	conserved	A
1722	Chr13	18050000	18150000	0.7366500	conserved	A
1723	Chr13	19250000	19350000	0.6863200	conserved	A
1724	Chr13	19600000	19700000	0.6787100	specific	A
1725	Chr13	20150000	20250000	0.6900800	conserved	A
1726	Chr13	21750000	21850000	0.7221300	conserved	A
1727	Chr13	22150000	22250000	0.8169000	specific	A
1728	Chr13	23500000	23600000	0.6562400	conserved	A
1729	Chr13	24700000	24800000	0.6163700	conserved	A
1730	Chr13	25000000	25100000	0.7264900	conserved	A
1731	Chr13	26950000	27050000	0.7375600	conserved	A
1732	Chr13	28750000	28850000	0.4810600	conserved	A
1733	Chr13	29000000	29100000	0.5309500	conserved	A
1734	Chr13	29800000	29900000	0.5544400	conserved	A
1735	Chr13	30900000	31000000	0.7675900	conserved	A
1736	Chr13	31500000	31600000	0.5977100	conserved	A
1737	Chr13	31700000	31800000	0.6766200	conserved	A
1738	Chr13	32600000	32700000	0.6921700	conserved	A
1739	Chr13	33900000	34000000	0.6512200	conserved	A
1740	Chr13	35950000	36050000	0.7379100	specific	A
1741	Chr13	36800000	36900000	0.7727700	specific	A
1742	Chr13	38400000	38500000	0.7403100	specific	A
1743	Chr13	39400000	39500000	0.6941200	specific	A
1744	Chr13	40450000	40550000	0.6927800	conserved	A
1745	Chr13	41200000	41300000	0.7215300	conserved	A
1746	Chr13	42150000	42250000	0.8096200	conserved	A
1747	Chr13	45850000	45950000	0.6681300	specific	A
1748	Chr13	47350000	47450000	0.7378600	conserved	A
1749	Chr13	48950000	49050000	0.6125900	conserved	A
1750	Chr13	51950000	52050000	0.6778700	specific	A
1751	Chr13	52950000	53050000	0.7680000	specific	A
1752	Chr13	53200000	53300000	0.7602700	specific	A
1753	Chr13	54700000	54800000	0.8154900	conserved	A
1754	Chr13	57200000	57300000	0.7855600	specific	A
1755	Chr13	58900000	59000000	0.7963500	specific	A
1756	Chr13	63250000	63350000	0.6705200	conserved	A
1757	Chr13	64600000	64700000	0.6994200	conserved	A
1758	Chr13	68350000	68450000	0.7269900	conserved	A
1759	Chr13	68800000	68900000	0.6427900	specific	A
1760	Chr13	69650000	69750000	0.9031000	specific	A
1761	Chr13	71000000	71100000	0.7908800	conserved	A
1762	Chr13	71500000	71600000	0.6994000	specific	A
1763	Chr13	72600000	72700000	0.7053800	conserved	A
1764	Chr13	73750000	73850000	0.8111900	specific	A
1765	Chr13	74100000	74200000	0.8250900	specific	A
1766	Chr13	79250000	79350000	0.6398100	specific	A
1767	Chr13	81300000	81400000	0.6574600	conserved	A
1768	Chr13	82400000	82500000	0.7274500	specific	A
1769	Chr13	83000000	83100000	0.7285900	specific	A
1770	Chr13	83450000	83550000	0.5232500	conserved	A
1771	Chr13	83700000	83800000	0.7960100	specific	A
1772	Chr13	84400000	84500000	0.6588000	specific	A
1773	Chr13	85000000	85100000	0.5880400	conserved	A
1774	Chr13	88550000	88650000	0.6605900	specific	A
1775	Chr13	89750000	89850000	0.6758500	conserved	A
1776	Chr13	90650000	90750000	0.6470700	specific	A
1777	Chr13	91550000	91650000	0.7466300	specific	A
1778	Chr13	91850000	91950000	0.7839400	conserved	A
1779	Chr13	92400000	92500000	0.6748800	conserved	A
1780	Chr13	93000000	93100000	0.7379600	specific	A
1781	Chr13	93700000	93800000	0.7243900	conserved	A
1782	Chr13	94750000	94850000	0.6216200	conserved	A
1783	Chr13	96200000	96300000	0.6693100	conserved	A
1784	Chr13	96650000	96750000	0.6221000	conserved	A
1785	Chr13	97300000	97400000	0.6432100	conserved	A
1786	Chr13	97700000	97800000	0.7659300	specific	A
1787	Chr13	98250000	98350000	0.8689300	specific	A
1788	Chr13	99850000	99950000	0.5409800	conserved	A
1789	Chr13	100700000	100800000	0.7826000	specific	A
1790	Chr13	101100000	101200000	0.5895000	conserved	A
1791	Chr13	101900000	102000000	0.6800000	conserved	A
1792	Chr13	102200000	102300000	0.7273000	conserved	A
1793	Chr13	105250000	105350000	0.5723000	conserved	A
1794	Chr13	106200000	106300000	0.5872300	conserved	A
1795	Chr13	106750000	106850000	0.5645300	specific	A
