num	genome	ID	dist	year		
7367	A	LTR-TE14478	3.93	2.80714		
7368	A	LTR-TE14483	0.51	0.364286		
7369	A	LTR-TE14485	0.29	0.207143		
7370	A	LTR-TE14487	1.88	1.34286		
7371	A	LTR-TE14490	6.12	4.37143		
7372	A	LTR-TE14491	1.92	1.37143		
7373	A	LTR-TE14492	0.63	0.45		
7374	A	LTR-TE14493	1.52	1.08571		
7375	A	LTR-TE14494	5.13	3.66429		
7376	A	LTR-TE14495	3.03	2.16429		
7377	A	LTR-TE14497	1.67	1.19286		
7378	A	LTR-TE14498	5.57	3.97857		
7379	A	LTR-TE14500	1.24	0.885714		
7380	A	LTR-TE14510	4.21	3.00714		
7381	A	LTR-TE14512	6.14	4.38571		
7382	A	LTR-TE14514	0.68	0.485714		
7383	A	LTR-TE14516	5.05	3.60714		
7384	A	LTR-TE14517	0.43	0.307143		
7385	A	LTR-TE14518	3.32	2.37143		
7386	A	LTR-TE14520	1.22	0.871429		
7387	A	LTR-TE14523	1.62	1.15714		
7388	A	LTR-TE14524	6.33	4.52143		
7389	A	LTR-TE14525	1.15	0.821429		
7390	A	LTR-TE14526	3.79	2.70714		
7391	A	LTR-TE14528	3.76	2.68571		
7392	A	LTR-TE14533	5.48	3.91429		
7393	A	LTR-TE14534	0.57	0.407143		
7394	A	LTR-TE14535	0.57	0.407143		
7395	A	LTR-TE14536	3.37	2.40714		
7396	A	LTR-TE14537	1.15	0.821429		
7397	A	LTR-TE14543	2.45	1.75		
7398	A	LTR-TE14544	6.55	4.67857		
7399	A	LTR-TE14545	0.87	0.621429		
7400	A	LTR-TE14548	17.61	12.5786		
7401	A	LTR-TE14551	9.65	6.89286		
7402	A	LTR-TE14552	0.73	0.521429		
7403	A	LTR-TE14553	2.14	1.52857		
7404	A	LTR-TE14554	2.31	1.65		
7405	A	LTR-TE14555	3.19	2.27857		
7406	A	LTR-TE14557	2.02	1.44286		
7407	A	LTR-TE14559	4.08	2.91429		
7408	A	LTR-TE14565	3.39	2.42143		
7409	A	LTR-TE14568	0.16	0.114286		
7410	A	LTR-TE14571	4.47	3.19286		
7411	A	LTR-TE14572	3.3	2.35714		
7412	A	LTR-TE14575	7.15	5.10714		
7413	A	LTR-TE14576	6.85	4.89286		
7414	A	LTR-TE14577	6.77	4.83571		
7415	A	LTR-TE14578	1.56	1.11429		
7416	A	LTR-TE14579	4.46	3.18571		
7417	A	LTR-TE14584	0.86	0.614286		
7418	A	LTR-TE14585	3.66	2.61429		
7419	A	LTR-TE14586	0.73	0.521429		
7420	A	LTR-TE14587	1.57	1.12143		
7421	A	LTR-TE14590	0.98	0.7		
7422	A	LTR-TE14591	5.79	4.13571		
7423	A	LTR-TE14592	6.81	4.86429		
7424	A	LTR-TE14593	5.5	3.92857		
7425	A	LTR-TE14594	2.98	2.12857		
7426	A	LTR-TE14596	1.45	1.03571		
7427	A	LTR-TE14597	6.9	4.92857		
7428	A	LTR-TE14598	0.52	0.371429		
7429	A	LTR-TE14600	8.49	6.06429		
7430	A	LTR-TE14601	1.6	1.14286		
7431	A	LTR-TE14603	3.35	2.39286		
7432	A	LTR-TE14604	2.3	1.64286		
7433	A	LTR-TE14605	1.2	0.857143		
7434	A	LTR-TE14608	1.02	0.728571		
7435	A	LTR-TE14610	2.3	1.64286		
7436	A	LTR-TE14611	1.85	1.32143		
7437	A	LTR-TE14612	0.7	0.5		
7438	A	LTR-TE14613	0.59	0.421429		
7439	A	LTR-TE14614	0.62	0.442857		
7440	A	LTR-TE14615	7.79	5.56429		
7441	A	LTR-TE14616	1.43	1.02143		
7442	A	LTR-TE14617	7.16	5.11429		
7443	A	LTR-TE14618	2.08	1.48571		
7444	A	LTR-TE14619	0.73	0.521429		
7445	A	LTR-TE14620	5.46	3.9		
7446	A	LTR-TE14623	2.68	1.91429		
7447	A	LTR-TE14625	2.35	1.67857		
7448	A	LTR-TE14626	2.06	1.47143		
7449	A	LTR-TE14627	0.82	0.585714		
7450	A	LTR-TE14628	7.25	5.17857		
7451	A	LTR-TE14632	2.9	2.07143		
7452	A	LTR-TE14633	2.84	2.02857		
7453	A	LTR-TE14634	0.25	0.178571		
7454	A	LTR-TE14635	0.82	0.585714		
7455	A	LTR-TE14636	5.53	3.95		
7456	A	LTR-TE14638	1.44	1.02857		
7457	A	LTR-TE14640	6.69	4.77857		
7458	A	LTR-TE14643	1.03	0.735714		
7459	A	LTR-TE14646	1.93	1.37857		
7460	A	LTR-TE14648	0	0		
7461	A	LTR-TE14649	0	0		
7462	A	LTR-TE14652	1.78	1.27143		
7463	A	LTR-TE14656	7.4	5.28571		
7464	A	LTR-TE14657	2.16	1.54286		
7465	A	LTR-TE14658	3.54	2.52857		
7466	A	LTR-TE14659	4.73	3.37857		
7467	A	LTR-TE14663	3.99	2.85		
7468	A	LTR-TE14664	5.41	3.86429		
7469	A	LTR-TE14665	0.16	0.114286		
7470	A	LTR-TE14673	0.54	0.385714		
7471	A	LTR-TE14674	6.54	4.67143		
7472	A	LTR-TE14676	0.53	0.378571		
7473	A	LTR-TE14678	2.91	2.07857		
7474	A	LTR-TE14680	1.72	1.22857		
7475	A	LTR-TE14681	1.06	0.757143		
7476	A	LTR-TE14682	3.07	2.19286		
7477	A	LTR-TE14683	5.04	3.6		
7478	A	LTR-TE14685	0.85	0.607143		
7479	A	LTR-TE14687	0.99	0.707143		
7480	A	LTR-TE14688	0.51	0.364286		
7481	A	LTR-TE14689	0	0		
7482	A	LTR-TE14690	0.48	0.342857		
7483	A	LTR-TE14692	1.14	0.814286		
7484	A	LTR-TE14697	5.65	4.03571		
7485	A	LTR-TE14698	2.29	1.63571		
7486	A	LTR-TE14704	0.99	0.707143		
7487	A	LTR-TE14706	0.51	0.364286		
7488	A	LTR-TE14707	1.01	0.721429		
7489	A	LTR-TE14708	0.25	0.178571		
7490	A	LTR-TE14709	0.94	0.671429		
7491	A	LTR-TE14711	0	0		
7492	A	LTR-TE14714	5.67	4.05		
7493	A	LTR-TE14715	0.13	0.0928571		
7494	A	LTR-TE14718	0.44	0.314286		
7495	A	LTR-TE14719	1.97	1.40714		
7496	A	LTR-TE14720	0.35	0.25		
7497	A	LTR-TE14722	3.42	2.44286		
7498	A	LTR-TE14724	4.07	2.90714		
7499	A	LTR-TE14725	0.34	0.242857		
7500	A	LTR-TE14726	4.93	3.52143		
7501	A	LTR-TE14727	1.45	1.03571		
7502	A	LTR-TE14730	3.04	2.17143		
7503	A	LTR-TE14733	1.21	0.864286		
7504	A	LTR-TE14735	3.88	2.77143		
7505	A	LTR-TE14737	1.15	0.821429		
7506	A	LTR-TE14738	0.58	0.414286		
7507	A	LTR-TE14739	0.77	0.55		
7508	A	LTR-TE14741	0.77	0.55		
7509	A	LTR-TE14742	0.79	0.564286		
7510	A	LTR-TE14746	4.52	3.22857		
7511	A	LTR-TE14748	1.72	1.22857		
7512	A	LTR-TE14749	0.76	0.542857		
7513	A	LTR-TE14751	1.79	1.27857		
7514	A	LTR-TE14753	2.3	1.64286		
7515	A	LTR-TE14757	2.27	1.62143		
7516	A	LTR-TE14758	0.31	0.221429		
7517	A	LTR-TE14759	1.47	1.05		
7518	A	LTR-TE14767	1.43	1.02143		
7519	A	LTR-TE14768	5.9	4.21429		
7520	A	LTR-TE14769	1.97	1.40714		
7521	A	LTR-TE14773	4.05	2.89286		
7522	A	LTR-TE14775	8.64	6.17143		
7523	A	LTR-TE14776	2.9	2.07143		
7524	A	LTR-TE14777	1.37	0.978571		
7525	A	LTR-TE14779	0.93	0.664286		
7526	A	LTR-TE14780	2.38	1.7		
7527	A	LTR-TE14782	3.17	2.26429		
7528	A	LTR-TE14783	5.48	3.91429		
7529	A	LTR-TE14784	3.07	2.19286		
7530	A	LTR-TE14788	2.31	1.65		
7531	A	LTR-TE14789	4.71	3.36429		
7532	A	LTR-TE14790	2.76	1.97143		
7533	A	LTR-TE14798	5.12	3.65714		
7534	A	LTR-TE14800	6.72	4.8		
7535	A	LTR-TE14802	1.64	1.17143		
7536	A	LTR-TE14805	6.43	4.59286		
7537	A	LTR-TE14807	7.78	5.55714		
7538	A	LTR-TE14808	3.34	2.38571		
7539	A	LTR-TE14813	4.21	3.00714		
7540	A	LTR-TE14815	4.38	3.12857		
7541	A	LTR-TE14817	4.81	3.43571		
7542	A	LTR-TE14818	0.37	0.264286		
7543	A	LTR-TE14820	0.27	0.192857		
7544	A	LTR-TE14821	1.86	1.32857		
7545	A	LTR-TE14822	1.7	1.21429		
7546	A	LTR-TE14825	5.38	3.84286		
7547	A	LTR-TE14827	7.21	5.15		
7548	A	LTR-TE14828	1.55	1.10714		
7549	A	LTR-TE14829	2.69	1.92143		
7550	A	LTR-TE14830	0	0		
7551	A	LTR-TE14833	3.91	2.79286		
7552	A	LTR-TE14834	7.15	5.10714		
7553	A	LTR-TE14837	4.94	3.52857		
7554	A	LTR-TE14838	2.05	1.46429		
7555	A	LTR-TE14841	3.09	2.20714		
7556	A	LTR-TE14844	0.98	0.7		
7557	A	LTR-TE14845	0.42	0.3		
7558	A	LTR-TE14846	2.66	1.9		
7559	A	LTR-TE14847	0.34	0.242857		
7560	A	LTR-TE14848	10.96	7.82857		
7561	A	LTR-TE14849	9.67	6.90714		
7562	A	LTR-TE14850	0.51	0.364286		
7563	A	LTR-TE14853	13.72	9.8		
7564	A	LTR-TE14855	2.06	1.47143		
7565	A	LTR-TE14856	0.67	0.478571		
7566	A	LTR-TE14859	2.38	1.7		
7567	A	LTR-TE14862	2.94	2.1		
7568	A	LTR-TE14865	1.37	0.978571		
7569	A	LTR-TE14866	3.19	2.27857		
7570	A	LTR-TE14867	1.61	1.15		
7571	A	LTR-TE14868	1.46	1.04286		
7572	A	LTR-TE14870	5.84	4.17143		
7573	A	LTR-TE14873	4.13	2.95		
7574	A	LTR-TE14878	1.47	1.05		
7575	A	LTR-TE14880	0.06	0.0428571		
7576	A	LTR-TE14881	1.18	0.842857		
7577	A	LTR-TE14882	2.76	1.97143		
7578	A	LTR-TE14884	2.82	2.01429		
7579	A	LTR-TE14885	8.44	6.02857		
7580	A	LTR-TE14886	3.45	2.46429		
7581	A	LTR-TE14887	3.61	2.57857		
7582	A	LTR-TE14888	4.47	3.19286		
7583	A	LTR-TE14890	0.91	0.65		
7584	A	LTR-TE14891	4.88	3.48571		
7585	A	LTR-TE14892	0.26	0.185714		
7586	A	LTR-TE14896	1.16	0.828571		
7587	A	LTR-TE14897	5.05	3.60714		
7588	A	LTR-TE14898	3.03	2.16429		
7589	A	LTR-TE14899	2.44	1.74286		
7590	A	LTR-TE14902	0.59	0.421429		
7591	A	LTR-TE14904	1.23	0.878571		
7592	A	LTR-TE14905	0.8	0.571429		
7593	A	LTR-TE14907	2.2	1.57143		
7594	A	LTR-TE14909	6.47	4.62143		
7595	A	LTR-TE14911	3.64	2.6		
7596	A	LTR-TE14912	1.73	1.23571		
7597	A	LTR-TE14914	1.55	1.10714		
7598	A	LTR-TE14915	1.61	1.15		
7599	A	LTR-TE14918	0.22	0.157143		
7600	A	LTR-TE14920	0.66	0.471429		
7601	A	LTR-TE14921	0.43	0.307143		
7602	A	LTR-TE14923	1.2	0.857143		
7603	A	LTR-TE14924	8.82	6.3		
7604	A	LTR-TE14925	0.38	0.271429		
7605	A	LTR-TE14928	0.35	0.25		
7606	A	LTR-TE14929	0.57	0.407143		
7607	A	LTR-TE14931	1.95	1.39286		
7608	A	LTR-TE14935	2.87	2.05		
7609	A	LTR-TE14936	2.51	1.79286		
7610	A	LTR-TE14938	1.13	0.807143		
7611	A	LTR-TE14939	2.09	1.49286		
7612	A	LTR-TE14941	0.2	0.142857		
7613	A	LTR-TE14942	0.44	0.314286		
7614	A	LTR-TE14948	1.07	0.764286		
7615	A	LTR-TE14949	0.97	0.692857		
7616	A	LTR-TE14951	0.62	0.442857		
7617	A	LTR-TE14952	1.79	1.27857		
7618	A	LTR-TE14953	0.22	0.157143		
7619	A	LTR-TE14954	0.98	0.7		
7620	A	LTR-TE14955	0.84	0.6		
7621	A	LTR-TE14956	0.51	0.364286		
7622	A	LTR-TE14961	0.81	0.578571		
7623	A	LTR-TE14962	0.31	0.221429		
7624	A	LTR-TE14965	0.68	0.485714		
7625	A	LTR-TE14973	0.63	0.45		
7626	A	LTR-TE14976	1.03	0.735714		
7627	A	LTR-TE14978	1.43	1.02143		
7628	A	LTR-TE14980	1.45	1.03571		
7629	A	LTR-TE14981	2.38	1.7		
7630	A	LTR-TE14982	1.65	1.17857		
7631	A	LTR-TE14984	2.62	1.87143		
7632	A	LTR-TE14985	1.22	0.871429		
7633	A	LTR-TE14987	2.61	1.86429		
7634	A	LTR-TE14988	1.34	0.957143		
7635	A	LTR-TE14989	1.1	0.785714		
7636	A	LTR-TE14990	2.82	2.01429		
7637	A	LTR-TE14991	2.84	2.02857		
7638	A	LTR-TE14992	0	0		
7639	A	LTR-TE14994	1.22	0.871429		
7640	A	LTR-TE14996	4.96	3.54286		
7641	A	LTR-TE14998	1.5	1.07143		
7642	A	LTR-TE14999	0.92	0.657143		
7643	A	LTR-TE15002	1.3	0.928571		
7644	A	LTR-TE15004	7.71	5.50714		
7645	A	LTR-TE15005	1.14	0.814286		
7646	A	LTR-TE15006	0.52	0.371429		
7647	A	LTR-TE15007	0.52	0.371429		
7648	A	LTR-TE15008	0	0		
7649	A	LTR-TE15010	0.84	0.6		
7650	A	LTR-TE15012	0.89	0.635714		
7651	A	LTR-TE15013	2.2	1.57143		
7652	A	LTR-TE15014	0.62	0.442857		
7653	A	LTR-TE15015	0.81	0.578571		
7654	A	LTR-TE15016	1.69	1.20714		
7655	A	LTR-TE15017	0	0		
7656	A	LTR-TE15019	0.48	0.342857		
7657	A	LTR-TE15020	0.88	0.628571		
7658	A	LTR-TE15026	2.09	1.49286		
7659	A	LTR-TE15027	1.05	0.75		
7660	A	LTR-TE15028	3.24	2.31429		
7661	A	LTR-TE15032	1.06	0.757143		
7662	A	LTR-TE15037	1.33	0.95		
7663	A	LTR-TE15039	1.24	0.885714		
7664	A	LTR-TE15044	0.25	0.178571		
7665	A	LTR-TE15045	1.86	1.32857		
7666	A	LTR-TE15049	2.28	1.62857		
7667	A	LTR-TE15054	0.5	0.357143		
7668	A	LTR-TE15058	0.91	0.65		
7669	A	LTR-TE15059	0.37	0.264286		
7670	A	LTR-TE15061	0.31	0.221429		
7671	A	LTR-TE15062	2.73	1.95		
7672	A	LTR-TE15071	1.61	1.15		
7673	A	LTR-TE15073	1.38	0.985714		
7674	A	LTR-TE15076	1.15	0.821429		
7675	A	LTR-TE15077	3.62	2.58571		
7676	A	LTR-TE15078	2.06	1.47143		
7677	A	LTR-TE15080	4.22	3.01429		
7678	A	LTR-TE15081	2.51	1.79286		
7679	A	LTR-TE15083	0.8	0.571429		
7680	A	LTR-TE15084	0.62	0.442857		
7681	A	LTR-TE15087	2.1	1.5		
7682	A	LTR-TE15088	0.28	0.2		
7683	A	LTR-TE15090	0.22	0.157143		
7684	A	LTR-TE15095	3	2.14286		
7685	A	LTR-TE15099	2.13	1.52143		
7686	A	LTR-TE15101	1.6	1.14286		
7687	A	LTR-TE15102	2.31	1.65		
7688	A	LTR-TE15103	0.77	0.55		
7689	A	LTR-TE15105	0.22	0.157143		
7690	A	LTR-TE15107	2.23	1.59286		
7691	A	LTR-TE15108	2.11	1.50714		
7692	A	LTR-TE15109	2.88	2.05714		
7693	A	LTR-TE15114	12.22	8.72857		
7694	A	LTR-TE15115	1.46	1.04286		
7695	A	LTR-TE15116	0.49	0.35		
7696	A	LTR-TE15117	0.49	0.35		
7697	A	LTR-TE15123	1.94	1.38571		
7698	A	LTR-TE15127	1.85	1.32143		
7699	A	LTR-TE15130	1.21	0.864286		
7700	A	LTR-TE15132	1.7	1.21429		
7701	A	LTR-TE15133	0.82	0.585714		
7702	A	LTR-TE15134	0.29	0.207143		
7703	A	LTR-TE15135	0.73	0.521429		
7704	A	LTR-TE15137	0.38	0.271429		
7705	A	LTR-TE15139	3.5	2.5		
7706	A	LTR-TE15140	4.54	3.24286		
7707	A	LTR-TE15141	6.13	4.37857		
7708	A	LTR-TE15142	6.08	4.34286		
7709	A	LTR-TE15145	0	0		
7710	A	LTR-TE15148	0.77	0.55		
7711	A	LTR-TE15150	5.96	4.25714		
7712	A	LTR-TE15151	3.98	2.84286		
7713	A	LTR-TE15152	1.08	0.771429		
7714	A	LTR-TE15153	0.68	0.485714		
7715	A	LTR-TE15154	0.96	0.685714		
7716	A	LTR-TE15155	4.22	3.01429		
7717	A	LTR-TE15158	1.28	0.914286		
7718	A	LTR-TE15159	1.36	0.971429		
7719	A	LTR-TE15163	0.67	0.478571		
7720	A	LTR-TE15164	2.05	1.46429		
7721	A	LTR-TE15166	0.25	0.178571		
7722	A	LTR-TE15167	0.94	0.671429		
7723	A	LTR-TE15168	0	0		
7724	A	LTR-TE15169	0.13	0.0928571		
7725	A	LTR-TE15171	1.06	0.757143		
7726	A	LTR-TE15172	8.67	6.19286		
7727	A	LTR-TE15173	3.67	2.62143		
7728	A	LTR-TE15175	0.29	0.207143		
7729	A	LTR-TE15176	2.52	1.8		
7730	A	LTR-TE15178	0.86	0.614286		
7731	A	LTR-TE15179	1.33	0.95		
7732	A	LTR-TE15181	1.54	1.1		
7733	A	LTR-TE15182	1.37	0.978571		
7734	A	LTR-TE15184	3.33	2.37857		
7735	A	LTR-TE15186	0.55	0.392857		
7736	A	LTR-TE15189	0.88	0.628571		
7737	A	LTR-TE15191	4.45	3.17857		
7738	A	LTR-TE15192	0.32	0.228571		
7739	A	LTR-TE15193	1.46	1.04286		
7740	A	LTR-TE15195	2.46	1.75714		
7741	A	LTR-TE15201	0.82	0.585714		
7742	A	LTR-TE15202	1.11	0.792857		
7743	A	LTR-TE15203	0.98	0.7		
7744	A	LTR-TE15204	0.09	0.0642857		
7745	A	LTR-TE15206	5.42	3.87143		
7746	A	LTR-TE15207	0.22	0.157143		
7747	A	LTR-TE15208	0	0		
7748	A	LTR-TE15209	0	0		
7749	A	LTR-TE15215	0.81	0.578571		
7750	A	LTR-TE15218	0.4	0.285714		
7751	A	LTR-TE15220	0.93	0.664286		
7752	A	LTR-TE15221	0.6	0.428571		
7753	A	LTR-TE15222	2.21	1.57857		
7754	A	LTR-TE15223	4.33	3.09286		
7755	A	LTR-TE15224	0.77	0.55		
7756	A	LTR-TE15225	3.24	2.31429		
7757	A	LTR-TE15226	0.49	0.35		
7758	A	LTR-TE15227	1.05	0.75		
7759	A	LTR-TE15231	0.25	0.178571		
7760	A	LTR-TE15236	1.16	0.828571		
7761	A	LTR-TE15237	1.24	0.885714		
7762	A	LTR-TE15238	2.87	2.05		
7763	A	LTR-TE15240	3.87	2.76429		
7764	A	LTR-TE15241	1.54	1.1		
7765	A	LTR-TE15242	0.74	0.528571		
7766	A	LTR-TE15243	0.8	0.571429		
7767	A	LTR-TE15245	3.21	2.29286		
7768	A	LTR-TE15246	1.09	0.778571		
7769	A	LTR-TE15251	9.41	6.72143		
7770	A	LTR-TE15252	1.61	1.15		
7771	A	LTR-TE15256	5.37	3.83571		
7772	A	LTR-TE15257	1.81	1.29286		
7773	A	LTR-TE15265	0.73	0.521429		
7774	A	LTR-TE15266	1.79	1.27857		
7775	A	LTR-TE15268	2.25	1.60714		
7776	A	LTR-TE15269	6.02	4.3		
7777	A	LTR-TE15271	0.44	0.314286		
7778	A	LTR-TE15272	1.06	0.757143		
7779	A	LTR-TE15273	4.5	3.21429		
7780	A	LTR-TE15274	6.6	4.71429		
7781	A	LTR-TE15277	2.43	1.73571		
7782	A	LTR-TE15279	2.5	1.78571		
7783	A	LTR-TE15282	1.1	0.785714		
7784	A	LTR-TE15285	0.28	0.2		
7785	A	LTR-TE15286	1.77	1.26429		
7786	A	LTR-TE15289	0.28	0.2		
7787	A	LTR-TE15292	0.43	0.307143		
7788	A	LTR-TE15293	1.3	0.928571		
7789	A	LTR-TE15294	0.58	0.414286		
7790	A	LTR-TE15295	0.87	0.621429		
7791	A	LTR-TE15296	2.86	2.04286		
7792	A	LTR-TE15297	0.19	0.135714		
7793	A	LTR-TE15298	1.14	0.814286		
7794	A	LTR-TE15299	0.75	0.535714		
7795	A	LTR-TE15301	0.95	0.678571		
7796	A	LTR-TE15302	3.61	2.57857		
7797	A	LTR-TE15304	7.38	5.27143		
7798	A	LTR-TE15305	0.58	0.414286		
7799	A	LTR-TE15306	0.87	0.621429		
7800	A	LTR-TE15307	0.28	0.2		
7801	A	LTR-TE15308	5.52	3.94286		
7802	A	LTR-TE15309	0.18	0.128571		
7803	A	LTR-TE15310	1.58	1.12857		
7804	A	LTR-TE15312	4.32	3.08571		
7805	A	LTR-TE15316	0.57	0.407143		
7806	A	LTR-TE15320	0.4	0.285714		
7807	A	LTR-TE15323	1.89	1.35		
7808	A	LTR-TE15325	1.19	0.85		
7809	A	LTR-TE15327	0.26	0.185714		
7810	A	LTR-TE15329	4.22	3.01429		
7811	A	LTR-TE15330	2.32	1.65714		
7812	A	LTR-TE15332	3.34	2.38571		
7813	A	LTR-TE15333	1.68	1.2		
7814	A	LTR-TE15334	3.17	2.26429		
7815	A	LTR-TE15335	3.94	2.81429		
7816	A	LTR-TE15336	2.65	1.89286		
7817	A	LTR-TE15341	10.12	7.22857		
7818	A	LTR-TE15342	2.69	1.92143		
7819	A	LTR-TE15344	2.15	1.53571		
7820	A	LTR-TE15345	0.15	0.107143		
7821	A	LTR-TE15349	0.82	0.585714		
7822	A	LTR-TE15350	2.16	1.54286		
7823	A	LTR-TE15351	0.41	0.292857		
7824	A	LTR-TE15353	0.22	0.157143		
7825	A	LTR-TE15357	1.56	1.11429		
7826	A	LTR-TE15360	0.37	0.264286		
7827	A	LTR-TE15361	0.91	0.65		
7828	A	LTR-TE15363	0.4	0.285714		
7829	A	LTR-TE15365	0.4	0.285714		
7830	A	LTR-TE15366	6.98	4.98571		
7831	A	LTR-TE15370	0.43	0.307143		
7832	A	LTR-TE15384	1.07	0.764286		
7833	A	LTR-TE15385	0.37	0.264286		
7834	A	LTR-TE15388	0.81	0.578571		
7835	A	LTR-TE15389	0.92	0.657143		
7836	A	LTR-TE15391	1.36	0.971429		
7837	A	LTR-TE15392	1.14	0.814286		
7838	A	LTR-TE15393	2.78	1.98571		
7839	A	LTR-TE15394	0.54	0.385714		
7840	A	LTR-TE15395	1.07	0.764286		
7841	A	LTR-TE15397	0.46	0.328571		
7842	A	LTR-TE15398	0.6	0.428571		
7843	A	LTR-TE15399	1.31	0.935714		
7844	A	LTR-TE15402	0.53	0.378571		
7845	A	LTR-TE15405	1.94	1.38571		
7846	A	LTR-TE15407	1.79	1.27857		
7847	A	LTR-TE15408	0.84	0.6		
7848	A	LTR-TE15410	0.49	0.35		
7849	A	LTR-TE15412	2.51	1.79286		
7850	A	LTR-TE15415	1.19	0.85		
7851	A	LTR-TE15416	0.8	0.571429		
7852	A	LTR-TE15417	1.13	0.807143		
7853	A	LTR-TE15421	0.91	0.65		
7854	A	LTR-TE15422	3.28	2.34286		
7855	A	LTR-TE15424	0.37	0.264286		
7856	A	LTR-TE15425	0.03	0.0214286		
7857	A	LTR-TE15426	2.49	1.77857		
7858	A	LTR-TE15430	3.89	2.77857		
7859	A	LTR-TE15433	2.27	1.62143		
7860	A	LTR-TE15440	1.78	1.27143		
7861	A	LTR-TE15445	1.09	0.778571		
7862	A	LTR-TE15447	0.06	0.0428571		
7863	A	LTR-TE15450	1.8	1.28571		
7864	A	LTR-TE15451	2.01	1.43571		
7865	A	LTR-TE15452	0.79	0.564286		
7866	A	LTR-TE15453	0	0		
7867	A	LTR-TE15454	0.4	0.285714		
7868	A	LTR-TE15456	0.98	0.7		
7869	A	LTR-TE15457	0.54	0.385714		
7870	A	LTR-TE15458	3.97	2.83571		
7871	A	LTR-TE15461	2.35	1.67857		
7872	A	LTR-TE15464	1.69	1.20714		
7873	A	LTR-TE15466	1.06	0.757143		
7874	A	LTR-TE15471	1.59	1.13571		
7875	A	LTR-TE15475	1.22	0.871429		
7876	A	LTR-TE15477	1.8	1.28571		
7877	A	LTR-TE15478	0.4	0.285714		
7878	A	LTR-TE15479	0.92	0.657143		
7879	A	LTR-TE15480	3.58	2.55714		
7880	A	LTR-TE15481	0.5	0.357143		
7881	A	LTR-TE15483	1.07	0.764286		
7882	A	LTR-TE15484	7.89	5.63571		
7883	A	LTR-TE15486	7.25	5.17857		
7884	A	LTR-TE15490	0.38	0.271429		
7885	A	LTR-TE15491	0.81	0.578571		
7886	A	LTR-TE15492	0.87	0.621429		
7887	A	LTR-TE15493	1.35	0.964286		
7888	A	LTR-TE15494	0.38	0.271429		
7889	A	LTR-TE15495	1.41	1.00714		
7890	A	LTR-TE15496	6.41	4.57857		
7891	A	LTR-TE15497	2.03	1.45		
7892	A	LTR-TE15503	2.4	1.71429		
7893	A	LTR-TE15504	1.79	1.27857		
7894	A	LTR-TE15509	5.8	4.14286		
7895	A	LTR-TE15511	1.2	0.857143		
7896	A	LTR-TE15513	1.32	0.942857		
7897	A	LTR-TE15517	2.67	1.90714		
7898	A	LTR-TE15518	1.08	0.771429		
7899	A	LTR-TE15519	2.28	1.62857		
7900	A	LTR-TE15520	4.7	3.35714		
7901	A	LTR-TE15521	2.82	2.01429		
7902	A	LTR-TE15522	1.11	0.792857		
7903	A	LTR-TE15523	2.6	1.85714		
7904	A	LTR-TE15525	0.85	0.607143		
7905	A	LTR-TE15529	0.47	0.335714		
7906	A	LTR-TE15530	0.58	0.414286		
7907	A	LTR-TE15531	4.52	3.22857		
7908	A	LTR-TE15532	5.29	3.77857		
7909	A	LTR-TE15533	4.88	3.48571		
7910	A	LTR-TE15536	0.75	0.535714		
7911	A	LTR-TE15538	1.99	1.42143		
7912	A	LTR-TE15541	2.09	1.49286		
7913	A	LTR-TE15544	3.63	2.59286		
7914	A	LTR-TE15545	0.31	0.221429		
7915	A	LTR-TE15547	2.75	1.96429		
7916	A	LTR-TE15548	3.16	2.25714		
7917	A	LTR-TE15550	0.87	0.621429		
7918	A	LTR-TE15553	5.29	3.77857		
7919	A	LTR-TE15556	2.84	2.02857		
7920	A	LTR-TE15558	1.1	0.785714		
7921	A	LTR-TE15561	0.48	0.342857		
7922	A	LTR-TE15563	2.5	1.78571		
7923	A	LTR-TE15564	0.6	0.428571		
7924	A	LTR-TE15565	2.23	1.59286		
7925	A	LTR-TE15566	2.99	2.13571		
7926	A	LTR-TE15568	0	0		
7927	A	LTR-TE15570	0.4	0.285714		
7928	A	LTR-TE15573	2.48	1.77143		
7929	A	LTR-TE15575	0.33	0.235714		
7930	A	LTR-TE15576	0.52	0.371429		
7931	A	LTR-TE15577	0	0		
7932	A	LTR-TE15578	0.52	0.371429		
7933	A	LTR-TE15579	2.57	1.83571		
7934	A	LTR-TE15580	0.37	0.264286		
7935	A	LTR-TE15582	2.54	1.81429		
7936	A	LTR-TE15584	1.67	1.19286		
7937	A	LTR-TE15585	4.41	3.15		
7938	A	LTR-TE15587	3.26	2.32857		
7939	A	LTR-TE15588	0.35	0.25		
7940	A	LTR-TE15589	1.65	1.17857		
7941	A	LTR-TE15590	0.81	0.578571		
7942	A	LTR-TE15592	1.28	0.914286		
7943	A	LTR-TE15593	1.26	0.9		
7944	A	LTR-TE15594	2.87	2.05		
7945	A	LTR-TE15595	0.76	0.542857		
7946	A	LTR-TE15598	1.81	1.29286		
7947	A	LTR-TE15599	7.68	5.48571		
7948	A	LTR-TE15600	0.39	0.278571		
7949	A	LTR-TE15602	1.23	0.878571		
7950	A	LTR-TE15603	1.93	1.37857		
7951	A	LTR-TE15607	0.62	0.442857		
7952	A	LTR-TE15608	0.29	0.207143		
7953	A	LTR-TE15610	1.48	1.05714		
7954	A	LTR-TE15614	0.73	0.521429		
7955	A	LTR-TE15618	1.47	1.05		
