line	Chr	dist	genome
20549	Chr07	1542	A
20550	Chr07	5020	A
20551	Chr07	4022	A
20552	Chr07	865	A
20553	Chr07	3256	A
20554	Chr07	22604	A
20555	Chr07	34198	A
20556	Chr07	3576	A
20557	Chr07	2876	A
20558	Chr07	5573	A
20559	Chr07	5591	A
20560	Chr07	1889	A
20561	Chr07	2595	A
20562	Chr07	4540	A
20563	Chr07	12942	A
20564	Chr07	1211	A
20565	Chr07	31116	A
20566	Chr07	17314	A
20567	Chr07	2128	A
20568	Chr07	2160	A
20569	Chr07	4486	A
20570	Chr07	3359	A
20571	Chr07	5292	A
20572	Chr07	23242	A
20573	Chr07	3036	A
20574	Chr07	1196	A
20575	Chr07	1005	A
20576	Chr07	46	A
20577	Chr07	30089	A
20578	Chr07	7312	A
20579	Chr07	9831	A
20580	Chr07	1194	A
20581	Chr07	2207	A
20582	Chr07	3861	A
20583	Chr07	1022	A
20584	Chr07	569	A
20585	Chr07	143	A
20586	Chr07	1619	A
20587	Chr07	104	A
20588	Chr07	2577	A
20589	Chr07	408	A
20590	Chr07	43466	A
20591	Chr07	1873	A
20592	Chr07	3071	A
20593	Chr08	9001	A
20594	Chr08	7600	A
20595	Chr08	1214	A
20596	Chr08	4247	A
20597	Chr08	1273	A
20598	Chr08	31	A
20599	Chr08	1140	A
20600	Chr08	1346	A
20601	Chr08	2750	A
20602	Chr08	2035	A
20603	Chr08	4389	A
20604	Chr08	1547	A
20605	Chr08	41594	A
20606	Chr08	26103	A
20607	Chr08	5945	A
20608	Chr08	1895	A
20609	Chr08	21840	A
20610	Chr08	106	A
20611	Chr08	8179	A
20612	Chr08	992	A
20613	Chr08	5474	A
20614	Chr08	18144	A
20615	Chr08	10305	A
20616	Chr08	4783	A
20617	Chr08	529	A
20618	Chr08	811	A
20619	Chr08	419	A
20620	Chr08	1613	A
20621	Chr08	535	A
20622	Chr08	1638	A
20623	Chr08	489	A
20624	Chr08	1117	A
20625	Chr08	604	A
20626	Chr08	4132	A
20627	Chr08	1312	A
20628	Chr08	1410	A
20629	Chr08	298	A
20630	Chr08	10255	A
20631	Chr08	609	A
20632	Chr08	774	A
20633	Chr08	637	A
20634	Chr08	1967	A
20635	Chr08	943	A
20636	Chr08	1559	A
20637	Chr08	163	A
20638	Chr08	8046	A
20639	Chr08	594	A
20640	Chr08	1840	A
20641	Chr08	1639	A
20642	Chr08	7062	A
20643	Chr08	13536	A
20644	Chr08	2942	A
20645	Chr08	5088	A
20646	Chr08	2002	A
20647	Chr08	1091	A
20648	Chr08	4692	A
20649	Chr08	11422	A
20650	Chr08	6555	A
20651	Chr08	1026	A
20652	Chr08	2399	A
20653	Chr08	5323	A
20654	Chr08	4779	A
20655	Chr08	487	A
20656	Chr08	2956	A
20657	Chr08	3239	A
20658	Chr08	7645	A
20659	Chr08	8583	A
20660	Chr08	3716	A
20661	Chr08	8645	A
20662	Chr08	3620	A
20663	Chr08	1468	A
20664	Chr08	534	A
20665	Chr08	7267	A
20666	Chr08	652	A
20667	Chr08	2361	A
20668	Chr08	183	A
20669	Chr08	8003	A
20670	Chr08	7890	A
20671	Chr08	3054	A
20672	Chr08	3662	A
20673	Chr08	3383	A
20674	Chr08	799	A
20675	Chr08	1902	A
20676	Chr08	3786	A
20677	Chr08	9831	A
20678	Chr08	5502	A
20679	Chr08	1568	A
20680	Chr08	400	A
20681	Chr08	3743	A
20682	Chr08	5170	A
20683	Chr08	9561	A
20684	Chr08	685	A
20685	Chr08	4377	A
20686	Chr08	2067	A
20687	Chr08	22854	A
20688	Chr08	942	A
20689	Chr08	18841	A
20690	Chr08	3085	A
20691	Chr08	4356	A
20692	Chr08	2405	A
20693	Chr08	1278	A
20694	Chr08	1340	A
20695	Chr08	2476	A
20696	Chr08	126	A
20697	Chr08	1073	A
20698	Chr08	7745	A
20699	Chr08	1509	A
20700	Chr08	470	A
20701	Chr08	1716	A
20702	Chr08	8320	A
20703	Chr08	13036	A
20704	Chr08	1277	A
20705	Chr08	1318	A
20706	Chr08	413	A
20707	Chr08	5355	A
20708	Chr08	2670	A
20709	Chr08	1034	A
20710	Chr08	1078	A
20711	Chr08	147	A
20712	Chr08	6473	A
20713	Chr08	16944	A
20714	Chr08	2064	A
20715	Chr08	7283	A
20716	Chr08	3463	A
20717	Chr08	4376	A
20718	Chr08	19626	A
20719	Chr08	9133	A
20720	Chr08	3442	A
20721	Chr08	5118	A
20722	Chr08	925	A
20723	Chr08	4594	A
20724	Chr08	2098	A
20725	Chr08	2150	A
20726	Chr08	2273	A
20727	Chr08	3782	A
20728	Chr08	1004	A
20729	Chr08	917	A
20730	Chr08	627	A
20731	Chr08	5086	A
20732	Chr08	3017	A
20733	Chr08	536	A
20734	Chr08	4593	A
20735	Chr08	1562	A
20736	Chr08	5816	A
20737	Chr08	599	A
20738	Chr08	3544	A
20739	Chr08	4158	A
20740	Chr08	1836	A
20741	Chr08	2581	A
20742	Chr08	4084	A
20743	Chr08	5377	A
20744	Chr08	6648	A
20745	Chr08	551	A
20746	Chr08	4306	A
20747	Chr08	2429	A
20748	Chr08	2057	A
20749	Chr08	426	A
20750	Chr08	1564	A
20751	Chr08	11309	A
20752	Chr08	12157	A
20753	Chr08	15311	A
20754	Chr08	13815	A
20755	Chr08	7232	A
20756	Chr08	2687	A
20757	Chr08	4820	A
20758	Chr08	1246	A
20759	Chr08	1272	A
20760	Chr08	4986	A
20761	Chr08	1227	A
20762	Chr08	2003	A
20763	Chr08	1931	A
20764	Chr08	4183	A
20765	Chr08	14042	A
20766	Chr08	1158	A
20767	Chr08	700	A
20768	Chr08	1023	A
20769	Chr08	6807	A
20770	Chr08	2537	A
20771	Chr08	15992	A
20772	Chr08	5677	A
20773	Chr08	4821	A
20774	Chr08	12054	A
20775	Chr08	1752	A
20776	Chr08	5774	A
20777	Chr08	1238	A
20778	Chr08	3374	A
20779	Chr08	1856	A
20780	Chr08	1298	A
20781	Chr08	1046	A
20782	Chr08	3352	A
20783	Chr08	1212	A
20784	Chr08	860	A
20785	Chr08	1046	A
20786	Chr08	3377	A
20787	Chr08	2385	A
20788	Chr08	612	A
20789	Chr08	2606	A
20790	Chr08	15617	A
20791	Chr08	5310	A
20792	Chr08	8090	A
20793	Chr08	3232	A
20794	Chr08	2376	A
20795	Chr08	3886	A
20796	Chr08	3806	A
20797	Chr08	4044	A
20798	Chr08	6971	A
20799	Chr08	12717	A
20800	Chr08	5288	A
20801	Chr08	17113	A
20802	Chr08	1096	A
20803	Chr08	3467	A
20804	Chr08	428	A
20805	Chr08	959	A
20806	Chr08	6084	A
20807	Chr08	5738	A
20808	Chr08	246	A
20809	Chr08	2385	A
20810	Chr08	5568	A
20811	Chr08	1072	A
20812	Chr08	6185	A
20813	Chr08	2744	A
20814	Chr08	3223	A
20815	Chr08	1067	A
20816	Chr08	3593	A
20817	Chr08	493	A
20818	Chr08	1066	A
20819	Chr08	33052	A
20820	Chr08	15320	A
20821	Chr08	4587	A
20822	Chr08	5491	A
20823	Chr08	269	A
20824	Chr08	5238	A
20825	Chr08	3002	A
20826	Chr08	7744	A
20827	Chr08	13578	A
20828	Chr08	4895	A
20829	Chr08	408	A
20830	Chr08	22838	A
20831	Chr08	2228	A
20832	Chr08	2906	A
20833	Chr08	24100	A
20834	Chr08	36125	A
20835	Chr08	3534	A
20836	Chr08	523	A
20837	Chr08	11085	A
20838	Chr08	13641	A
20839	Chr08	2434	A
20840	Chr08	946	A
20841	Chr08	1597	A
20842	Chr08	12665	A
20843	Chr08	5212	A
20844	Chr08	4251	A
20845	Chr08	7375	A
20846	Chr08	10265	A
20847	Chr08	1403	A
20848	Chr08	11231	A
20849	Chr08	2506	A
20850	Chr08	58	A
20851	Chr08	1681	A
20852	Chr08	6859	A
20853	Chr08	3090	A
20854	Chr08	2914	A
20855	Chr08	1718	A
20856	Chr08	9996	A
20857	Chr08	12006	A
20858	Chr08	11323	A
20859	Chr08	1694	A
20860	Chr08	2067	A
20861	Chr08	2836	A
20862	Chr08	5149	A
20863	Chr08	4523	A
20864	Chr08	2804	A
20865	Chr08	8390	A
20866	Chr08	3326	A
20867	Chr08	1972	A
20868	Chr08	1930	A
20869	Chr08	557	A
20870	Chr08	3419	A
20871	Chr08	4323	A
20872	Chr08	184	A
20873	Chr08	3067	A
20874	Chr08	3802	A
20875	Chr08	2282	A
20876	Chr08	590	A
20877	Chr08	673	A
20878	Chr08	813	A
20879	Chr08	4754	A
20880	Chr08	922	A
20881	Chr08	8707	A
20882	Chr08	1961	A
20883	Chr08	4820	A
20884	Chr08	46859	A
20885	Chr08	11909	A
20886	Chr08	1103	A
20887	Chr08	335	A
20888	Chr08	2952	A
20889	Chr08	9094	A
20890	Chr08	16006	A
20891	Chr08	1507	A
20892	Chr08	221	A
20893	Chr08	2144	A
20894	Chr08	1107	A
20895	Chr08	3484	A
20896	Chr08	964	A
20897	Chr08	9107	A
20898	Chr08	958	A
20899	Chr08	1038	A
20900	Chr08	1082	A
20901	Chr08	7699	A
20902	Chr08	1041	A
20903	Chr08	8921	A
20904	Chr08	3007	A
20905	Chr08	5068	A
20906	Chr08	802	A
20907	Chr08	1564	A
20908	Chr08	845	A
20909	Chr08	11658	A
20910	Chr08	1748	A
20911	Chr08	7326	A
20912	Chr08	7995	A
20913	Chr08	815	A
20914	Chr08	4140	A
20915	Chr08	22095	A
20916	Chr08	11	A
20917	Chr08	285	A
20918	Chr08	3690	A
20919	Chr08	202	A
20920	Chr08	3458	A
20921	Chr08	108	A
20922	Chr08	2793	A
20923	Chr08	2244	A
20924	Chr08	438	A
20925	Chr08	1352	A
20926	Chr08	1293	A
20927	Chr08	1926	A
20928	Chr08	4657	A
20929	Chr08	3941	A
20930	Chr08	748	A
20931	Chr08	18582	A
20932	Chr08	12247	A
20933	Chr08	13429	A
20934	Chr08	10465	A
20935	Chr08	1345	A
20936	Chr08	1770	A
20937	Chr08	19636	A
20938	Chr08	17110	A
20939	Chr08	7074	A
20940	Chr08	1509	A
20941	Chr08	1701	A
20942	Chr08	2263	A
20943	Chr08	3579	A
20944	Chr08	10973	A
20945	Chr08	6652	A
20946	Chr08	1461	A
20947	Chr08	4490	A
20948	Chr08	15541	A
20949	Chr08	552	A
20950	Chr08	316	A
20951	Chr08	1364	A
20952	Chr08	869	A
20953	Chr08	3531	A
20954	Chr08	8652	A
20955	Chr08	362	A
20956	Chr08	343	A
20957	Chr08	11487	A
20958	Chr08	6935	A
20959	Chr08	5076	A
20960	Chr08	1681	A
20961	Chr08	3705	A
20962	Chr08	1362	A
20963	Chr08	1691	A
20964	Chr08	2001	A
20965	Chr08	283	A
20966	Chr08	1316	A
20967	Chr08	21035	A
20968	Chr08	2172	A
20969	Chr08	4606	A
20970	Chr08	6549	A
20971	Chr08	2651	A
20972	Chr08	3615	A
20973	Chr08	1803	A
20974	Chr08	1890	A
20975	Chr08	3066	A
20976	Chr08	1271	A
20977	Chr08	9702	A
20978	Chr08	1283	A
20979	Chr08	2139	A
20980	Chr08	604	A
20981	Chr08	7883	A
20982	Chr08	4797	A
20983	Chr08	3783	A
20984	Chr08	49431	A
20985	Chr08	114914	A
20986	Chr08	8999	A
20987	Chr08	2641	A
20988	Chr08	2117	A
20989	Chr08	9015	A
20990	Chr08	5871	A
20991	Chr08	3371	A
20992	Chr08	1896	A
20993	Chr08	1504	A
20994	Chr08	4980	A
20995	Chr08	2240	A
20996	Chr08	645	A
20997	Chr08	6314	A
20998	Chr08	7795	A
20999	Chr08	17568	A
21000	Chr08	5595	A
21001	Chr08	18446	A
21002	Chr08	30004	A
21003	Chr08	11182	A
21004	Chr08	1826	A
21005	Chr08	7456	A
21006	Chr08	12222	A
21007	Chr08	29483	A
21008	Chr08	2941	A
21009	Chr08	432	A
21010	Chr08	13642	A
21011	Chr08	815	A
21012	Chr08	2192	A
21013	Chr08	7542	A
21014	Chr08	2475	A
21015	Chr08	3988	A
21016	Chr08	17532	A
21017	Chr08	11169	A
21018	Chr08	1023	A
21019	Chr08	6259	A
21020	Chr08	858	A
21021	Chr08	10824	A
21022	Chr08	7768	A
21023	Chr08	639	A
21024	Chr08	1979	A
21025	Chr08	1378	A
21026	Chr08	4013	A
21027	Chr08	718	A
21028	Chr08	3910	A
21029	Chr08	4222	A
21030	Chr08	5786	A
21031	Chr08	2245	A
21032	Chr08	11356	A
21033	Chr08	466	A
21034	Chr08	6812	A
21035	Chr08	754	A
21036	Chr08	37406	A
21037	Chr08	10007	A
21038	Chr08	9500	A
21039	Chr08	381	A
21040	Chr08	9789	A
21041	Chr08	3548	A
21042	Chr08	2146	A
21043	Chr08	248	A
21044	Chr08	4283	A
21045	Chr08	3153	A
21046	Chr08	43347	A
21047	Chr08	6312	A
21048	Chr08	722	A
21049	Chr08	48	A
21050	Chr08	13533	A
21051	Chr08	61251	A
21052	Chr08	12901	A
21053	Chr08	2386	A
21054	Chr08	9104	A
21055	Chr08	33418	A
21056	Chr08	74631	A
21057	Chr08	6956	A
21058	Chr08	61864	A
21059	Chr08	8091	A
21060	Chr08	26842	A
21061	Chr08	3432	A
21062	Chr08	1669	A
21063	Chr08	16713	A
21064	Chr08	7709	A
21065	Chr08	2880	A
21066	Chr08	10251	A
21067	Chr08	341	A
21068	Chr08	285	A
21069	Chr08	10957	A
21070	Chr08	20405	A
21071	Chr08	1391	A
21072	Chr08	3108	A
21073	Chr08	5132	A
21074	Chr08	5610	A
21075	Chr08	7429	A
21076	Chr08	47726	A
21077	Chr08	1496	A
21078	Chr08	2935	A
21079	Chr08	4678	A
21080	Chr08	1109	A
21081	Chr08	492	A
21082	Chr08	812	A
21083	Chr08	2076	A
21084	Chr08	1859	A
21085	Chr08	1020	A
21086	Chr08	2352	A
21087	Chr08	1059	A
21088	Chr08	3438	A
21089	Chr08	3178	A
21090	Chr08	2991	A
21091	Chr08	8039	A
21092	Chr08	2250	A
21093	Chr08	6346	A
21094	Chr08	1792	A
21095	Chr08	5993	A
21096	Chr08	792	A
21097	Chr08	70	A
21098	Chr08	7723	A
21099	Chr08	13	A
21100	Chr08	8176	A
21101	Chr08	1258	A
21102	Chr08	3765	A
21103	Chr08	936	A
21104	Chr08	4800	A
21105	Chr08	3523	A
21106	Chr08	1838	A
21107	Chr08	252	A
21108	Chr08	7083	A
21109	Chr08	45057	A
21110	Chr08	7813	A
21111	Chr08	22540	A
21112	Chr08	2310	A
21113	Chr08	2548	A
21114	Chr08	127	A
21115	Chr08	1809	A
21116	Chr08	12427	A
21117	Chr08	2830	A
21118	Chr08	565	A
21119	Chr08	254	A
21120	Chr08	531	A
21121	Chr08	1349	A
21122	Chr08	2199	A
21123	Chr08	984	A
21124	Chr08	1240	A
21125	Chr08	885	A
21126	Chr08	14915	A
21127	Chr08	22387	A
21128	Chr08	22317	A
21129	Chr08	7545	A
21130	Chr08	4818	A
21131	Chr08	19290	A
21132	Chr08	2419	A
21133	Chr08	835	A
21134	Chr08	1219	A
21135	Chr08	1822	A
21136	Chr08	9635	A
21137	Chr08	5799	A
21138	Chr08	9178	A
21139	Chr08	969	A
21140	Chr08	2269	A
21141	Chr08	2324	A
21142	Chr08	970	A
21143	Chr08	1479	A
21144	Chr08	27173	A
21145	Chr08	27183	A
21146	Chr08	5822	A
21147	Chr08	9492	A
21148	Chr08	114	A
21149	Chr08	1790	A
21150	Chr08	1276	A
21151	Chr08	2641	A
21152	Chr08	3579	A
21153	Chr08	1828	A
21154	Chr08	249	A
21155	Chr08	5298	A
21156	Chr08	2019	A
21157	Chr08	7543	A
21158	Chr08	28310	A
21159	Chr08	255	A
21160	Chr08	3031	A
21161	Chr08	468	A
21162	Chr08	341	A
21163	Chr08	3294	A
21164	Chr08	3300	A
21165	Chr08	2402	A
21166	Chr08	1881	A
21167	Chr08	25457	A
21168	Chr08	6963	A
21169	Chr08	8597	A
21170	Chr08	5234	A
21171	Chr08	6809	A
21172	Chr08	813	A
21173	Chr08	2152	A
21174	Chr08	108	A
21175	Chr08	20854	A
21176	Chr08	40007	A
21177	Chr08	5946	A
21178	Chr08	20219	A
21179	Chr08	1810	A
21180	Chr08	42598	A
21181	Chr08	2285	A
21182	Chr08	27287	A
21183	Chr08	6617	A
21184	Chr08	1381	A
21185	Chr08	8189	A
21186	Chr08	3213	A
21187	Chr08	32126	A
21188	Chr08	1949	A
21189	Chr08	14310	A
21190	Chr08	888	A
21191	Chr08	120	A
21192	Chr08	15936	A
21193	Chr08	3171	A
21194	Chr08	3265	A
21195	Chr08	4679	A
21196	Chr08	6494	A
21197	Chr08	159	A
21198	Chr08	174	A
21199	Chr08	8429	A
21200	Chr08	7060	A
21201	Chr08	17159	A
21202	Chr08	17369	A
21203	Chr08	20643	A
21204	Chr08	36184	A
21205	Chr08	10953	A
21206	Chr08	15464	A
21207	Chr08	2035	A
21208	Chr08	5589	A
21209	Chr08	10147	A
21210	Chr08	772	A
21211	Chr08	16653	A
21212	Chr08	14182	A
21213	Chr08	3470	A
21214	Chr08	8884	A
21215	Chr08	4098	A
21216	Chr08	18144	A
21217	Chr08	3332	A
21218	Chr08	6204	A
21219	Chr08	37835	A
21220	Chr08	1507	A
21221	Chr08	4258	A
21222	Chr08	3150	A
21223	Chr08	4444	A
21224	Chr08	18959	A
21225	Chr08	1523	A
21226	Chr08	843	A
21227	Chr08	25401	A
21228	Chr08	11314	A
21229	Chr08	1213	A
21230	Chr08	47616	A
21231	Chr08	1958	A
21232	Chr08	1617	A
21233	Chr08	15602	A
21234	Chr08	213	A
21235	Chr08	28953	A
21236	Chr08	8699	A
21237	Chr08	11330	A
21238	Chr08	1252	A
21239	Chr08	27144	A
21240	Chr08	37273	A
21241	Chr08	28509	A
21242	Chr08	43467	A
21243	Chr08	33	A
21244	Chr08	20461	A
21245	Chr08	27660	A
21246	Chr08	14261	A
21247	Chr08	29090	A
21248	Chr08	5626	A
21249	Chr08	5088	A
21250	Chr08	3365	A
21251	Chr08	10917	A
21252	Chr08	11556	A
21253	Chr08	16493	A
21254	Chr08	1283	A
21255	Chr08	14922	A
21256	Chr08	2188	A
21257	Chr08	8995	A
21258	Chr08	8927	A
21259	Chr08	2724	A
21260	Chr08	696	A
21261	Chr08	20910	A
21262	Chr08	2704	A
21263	Chr08	44953	A
21264	Chr08	37648	A
21265	Chr08	2663	A
21266	Chr08	17821	A
21267	Chr08	1241	A
21268	Chr08	942	A
21269	Chr08	45788	A
21270	Chr08	10530	A
21271	Chr08	73	A
21272	Chr08	5369	A
21273	Chr08	15549	A
21274	Chr08	513	A
21275	Chr08	825	A
21276	Chr08	4011	A
21277	Chr08	1231	A
21278	Chr08	33235	A
21279	Chr08	733	A
21280	Chr08	2935	A
21281	Chr08	6317	A
21282	Chr08	3351	A
21283	Chr08	114	A
21284	Chr08	4852	A
21285	Chr08	268	A
21286	Chr08	4985	A
21287	Chr08	8263	A
21288	Chr08	2016	A
21289	Chr08	725	A
21290	Chr08	6409	A
21291	Chr08	584	A
21292	Chr08	9976	A
21293	Chr08	9316	A
21294	Chr08	964	A
21295	Chr08	3062	A
21296	Chr08	8157	A
21297	Chr08	13515	A
21298	Chr08	198	A
21299	Chr08	729	A
21300	Chr08	9598	A
21301	Chr08	12783	A
21302	Chr08	1763	A
21303	Chr08	20172	A
21304	Chr08	5236	A
21305	Chr08	5347	A
21306	Chr08	18304	A
21307	Chr08	8417	A
21308	Chr08	29848	A
21309	Chr08	10414	A
21310	Chr08	88533	A
21311	Chr08	51853	A
21312	Chr08	23632	A
21313	Chr08	6538	A
21314	Chr08	17616	A
21315	Chr08	58514	A
21316	Chr08	4858	A
21317	Chr08	3628	A
21318	Chr08	2350	A
21319	Chr08	1971	A
21320	Chr08	2820	A
21321	Chr08	1151	A
21322	Chr08	1019	A
21323	Chr08	772	A
21324	Chr08	7760	A
21325	Chr08	7936	A
21326	Chr08	19639	A
21327	Chr08	3980	A
21328	Chr08	3766	A
21329	Chr08	2089	A
21330	Chr08	20992	A
21331	Chr08	17674	A
21332	Chr08	16063	A
21333	Chr08	23514	A
21334	Chr08	1197	A
21335	Chr08	1278	A
21336	Chr08	6363	A
21337	Chr08	1022	A
21338	Chr08	2557	A
21339	Chr08	5441	A
21340	Chr08	11388	A
21341	Chr08	2409	A
21342	Chr08	40970	A
21343	Chr08	28	A
21344	Chr08	2244	A
21345	Chr08	6007	A
21346	Chr08	1880	A
21347	Chr08	6035	A
21348	Chr08	11460	A
21349	Chr08	58460	A
21350	Chr08	2492	A
21351	Chr08	5208	A
21352	Chr08	911	A
21353	Chr08	444	A
21354	Chr08	616	A
21355	Chr08	14304	A
21356	Chr08	10578	A
21357	Chr08	1419	A
21358	Chr08	808	A
21359	Chr08	821	A
21360	Chr08	427	A
21361	Chr08	526	A
21362	Chr08	1641	A
21363	Chr08	14095	A
21364	Chr08	874	A
21365	Chr08	41294	A
21366	Chr08	4562	A
21367	Chr08	1720	A
21368	Chr08	62522	A
21369	Chr08	36731	A
21370	Chr08	1254	A
21371	Chr08	48560	A
21372	Chr08	47961	A
21373	Chr08	3849	A
21374	Chr08	7745	A
21375	Chr08	12318	A
21376	Chr08	16523	A
21377	Chr08	1721	A
21378	Chr08	814	A
21379	Chr08	8833	A
21380	Chr08	1050	A
21381	Chr08	1492	A
21382	Chr08	34315	A
21383	Chr08	7780	A
21384	Chr08	19479	A
21385	Chr08	25170	A
21386	Chr08	50	A
21387	Chr08	5956	A
21388	Chr08	1874	A
21389	Chr08	11757	A
21390	Chr08	2069	A
21391	Chr08	6328	A
21392	Chr08	15004	A
21393	Chr08	2174	A
21394	Chr08	308	A
21395	Chr08	23227	A
21396	Chr08	15483	A
21397	Chr08	4940	A
21398	Chr08	9289	A
21399	Chr08	854	A
21400	Chr08	2963	A
21401	Chr08	3481	A
21402	Chr08	2512	A
21403	Chr08	669	A
21404	Chr08	2616	A
21405	Chr08	3937	A
21406	Chr08	27398	A
21407	Chr08	1171	A
21408	Chr08	29684	A
21409	Chr08	1661	A
21410	Chr08	1398	A
21411	Chr08	442	A
21412	Chr08	15253	A
21413	Chr08	6014	A
21414	Chr08	15258	A
21415	Chr08	17	A
21416	Chr08	11271	A
21417	Chr08	1292	A
21418	Chr08	4304	A
21419	Chr08	2373	A
21420	Chr08	2203	A
21421	Chr08	231	A
21422	Chr08	1399	A
21423	Chr08	1898	A
21424	Chr08	2515	A
21425	Chr08	21733	A
21426	Chr08	48092	A
21427	Chr08	1070	A
21428	Chr08	6651	A
21429	Chr08	16649	A
21430	Chr08	3104	A
21431	Chr08	12258	A
21432	Chr08	21294	A
21433	Chr08	991	A
21434	Chr08	15804	A
21435	Chr08	6738	A
21436	Chr08	24482	A
21437	Chr08	1883	A
21438	Chr08	3503	A
21439	Chr08	3214	A
21440	Chr08	6707	A
21441	Chr08	3001	A
21442	Chr08	9090	A
21443	Chr08	7311	A
21444	Chr08	2980	A
21445	Chr08	27219	A
21446	Chr08	3923	A
21447	Chr08	15367	A
21448	Chr08	1650	A
21449	Chr08	2285	A
21450	Chr08	2577	A
21451	Chr08	1807	A
21452	Chr08	290	A
21453	Chr08	3443	A
21454	Chr08	1150	A
21455	Chr08	1860	A
21456	Chr08	13202	A
21457	Chr08	2171	A
21458	Chr08	20494	A
21459	Chr08	80957	A
21460	Chr08	23841	A
21461	Chr08	5564	A
21462	Chr08	10609	A
21463	Chr08	9992	A
21464	Chr08	53690	A
21465	Chr08	32195	A
21466	Chr08	9368	A
21467	Chr08	23894	A
21468	Chr08	5628	A
21469	Chr08	2414	A
21470	Chr08	18422	A
21471	Chr08	21554	A
21472	Chr08	5065	A
21473	Chr08	3086	A
21474	Chr08	15057	A
21475	Chr08	650	A
21476	Chr08	558	A
21477	Chr08	219	A
21478	Chr08	385	A
21479	Chr08	1095	A
21480	Chr08	123	A
21481	Chr08	233	A
21482	Chr08	48590	A
21483	Chr08	767	A
21484	Chr08	45318	A
21485	Chr08	63969	A
21486	Chr08	25319	A
21487	Chr08	32246	A
21488	Chr08	37192	A
21489	Chr08	78312	A
21490	Chr08	47414	A
21491	Chr08	6345	A
21492	Chr08	428	A
21493	Chr08	45384	A
21494	Chr08	11506	A
21495	Chr08	60479	A
21496	Chr08	1339	A
21497	Chr08	379	A
21498	Chr08	63885	A
21499	Chr08	18397	A
21500	Chr08	927	A
21501	Chr08	1161	A
21502	Chr08	4061	A
21503	Chr08	60975	A
21504	Chr08	1522	A
21505	Chr08	5421	A
21506	Chr08	28215	A
21507	Chr08	6731	A
21508	Chr08	1783	A
21509	Chr08	36534	A
21510	Chr08	50990	A
21511	Chr08	2332	A
21512	Chr08	1790	A
21513	Chr08	83618	A
21514	Chr08	16163	A
21515	Chr08	47	A
21516	Chr08	1389	A
21517	Chr08	785	A
21518	Chr08	2737	A
21519	Chr08	234	A
21520	Chr08	21398	A
21521	Chr08	2283	A
21522	Chr08	12441	A
21523	Chr08	9109	A
21524	Chr08	22265	A
21525	Chr08	8868	A
21526	Chr08	8609	A
21527	Chr08	13339	A
21528	Chr08	4633	A
21529	Chr08	4819	A
21530	Chr08	149	A
21531	Chr08	3353	A
21532	Chr08	35070	A
21533	Chr08	31771	A
21534	Chr08	3743	A
21535	Chr08	143	A
21536	Chr08	5478	A
21537	Chr08	42734	A
21538	Chr08	628	A
21539	Chr08	778	A
21540	Chr08	1359	A
21541	Chr08	4140	A
21542	Chr08	2048	A
21543	Chr08	26768	A
21544	Chr08	24866	A
21545	Chr08	3439	A
21546	Chr08	4321	A
21547	Chr08	8762	A
21548	Chr08	18870	A
21549	Chr08	20179	A
21550	Chr08	3559	A
21551	Chr08	47678	A
21552	Chr08	550	A
21553	Chr08	15786	A
21554	Chr08	37021	A
21555	Chr08	502	A
21556	Chr08	39094	A
21557	Chr08	1072	A
21558	Chr08	8857	A
21559	Chr08	2894	A
21560	Chr08	33729	A
21561	Chr08	59360	A
21562	Chr08	36260	A
21563	Chr08	34833	A
21564	Chr08	1104	A
21565	Chr08	1983	A
21566	Chr08	68722	A
21567	Chr08	1717	A
21568	Chr08	42516	A
21569	Chr08	54599	A
21570	Chr08	55114	A
21571	Chr08	166201	A
21572	Chr08	24621	A
21573	Chr08	34445	A
21574	Chr08	41236	A
21575	Chr08	5513	A
21576	Chr08	21130	A
21577	Chr08	4256	A
21578	Chr08	20715	A
21579	Chr08	7	A
21580	Chr08	1343	A
21581	Chr08	186149	A
21582	Chr08	331701	A
21583	Chr08	3329	A
21584	Chr08	28631	A
21585	Chr08	12766	A
21586	Chr08	113516	A
21587	Chr08	9621	A
21588	Chr08	20503	A
21589	Chr08	23482	A
21590	Chr08	35832	A
21591	Chr08	46664	A
21592	Chr08	7137	A
21593	Chr08	45168	A
21594	Chr08	1149	A
21595	Chr08	1512	A
21596	Chr08	5773	A
21597	Chr08	36195	A
21598	Chr08	29787	A
21599	Chr08	2923	A
21600	Chr08	16544	A
21601	Chr08	16097	A
21602	Chr08	84	A
21603	Chr08	1059	A
21604	Chr08	35152	A
21605	Chr08	8793	A
21606	Chr08	5695	A
21607	Chr08	546	A
21608	Chr08	33774	A
21609	Chr08	1250	A
21610	Chr08	11707	A
21611	Chr08	850	A
21612	Chr08	10322	A
21613	Chr08	38192	A
21614	Chr08	9874	A
21615	Chr08	770	A
21616	Chr08	15358	A
21617	Chr08	318	A
21618	Chr08	1149	A
21619	Chr08	20782	A
21620	Chr08	2689	A
21621	Chr08	292	A
21622	Chr08	20548	A
21623	Chr08	39774	A
21624	Chr08	52198	A
21625	Chr08	5122	A
21626	Chr08	28504	A
21627	Chr08	31915	A
21628	Chr08	71	A
21629	Chr08	66679	A
21630	Chr08	57833	A
21631	Chr08	78599	A
21632	Chr08	40151	A
21633	Chr08	2226	A
21634	Chr08	687	A
21635	Chr08	74915	A
21636	Chr08	343	A
21637	Chr08	10692	A
21638	Chr08	38227	A
